,Folder,File,Settings,Toolchain,Message,Runtime (ns),Allocated memory end (bytes),Peak memory consumption (bytes),Overall iterations,Overall time,Minimization time,Initial property automaton Locations,Initial property automaton Edges,Initial RCFG Locations,Initial RCFG Edges,Initial product Locations,Initial product Edges,Optimized Product Locations,Optimized Product Edges,Trivial modules,Deterministic modules,Nondeterministic modules,Remainer module,Avg Locs trivial modules,Avg Locs deterministic modules,Avg Locs nondeterministic modules
,LTL/coolant,coolant_basis_1_neg.c,None-StagedBlast.epf,LTLAutomizerCInline.xml,ExpectedResult: UNSAFE UltimateResult: UNSAFE   Violation of LTL property !(G((A ==> G(A)))) ,65040086310.0,702021632,479180432,3,64956068574,10201025,2,3,82,94,148,239,148,239,1,1,0,Nonterminating,3.0,5.0,0.0
,LTL/coolant,coolant_basis_1_neg.c,None.epf,LTLAutomizerCInline.xml,ExpectedResult: UNSAFE UltimateResult: UNSAFE   Violation of LTL property !(G((A ==> G(A)))) ,67353344109.0,1271922688,940282544,3,67228163660,16002225,2,3,82,94,148,239,148,239,1,1,0,Nonterminating,3.0,5.0,0.0
,LTL/coolant,coolant_basis_1_safe_sfty.c,None-StagedBlast.epf,LTLAutomizerCInline.xml,ExpectedResult: SAFE UltimateResult: SAFE   [ShortDescription: All specifications hold LongDescription: We were not able to verify any specifiation because the program does not contain any specification.],301203770.0,1.47587072E+9,24410248,3,165216960,9187234,3,5,82,94,214,386,214,386,2,0,0,-,3.0,0.0,0.0
,LTL/coolant,coolant_basis_1_safe_sfty.c,None.epf,LTLAutomizerCInline.xml,ExpectedResult: SAFE UltimateResult: SAFE   [ShortDescription: All specifications hold LongDescription: We were not able to verify any specifiation because the program does not contain any specification.],225592267.0,1476395008,27870216,3,88293478,6380697,3,5,82,94,214,386,214,386,2,0,0,-,3.0,0.0,0.0
,LTL/coolant,coolant_basis_1_unsafe_sfty.c,None-StagedBlast.epf,LTLAutomizerCInline.xml,ExpectedResult: UNSAFE UltimateResult: UNSAFE   Violation of LTL property !(G((A ==> G(A)))) ,59834372444.0,2.11812352E+9,1906995936,3,59716791036,9081124,2,3,83,95,150,242,150,242,1,1,0,Nonterminating,3.0,5.0,0.0
,LTL/coolant,coolant_basis_1_unsafe_sfty.c,None.epf,LTLAutomizerCInline.xml,ExpectedResult: UNSAFE UltimateResult: UNSAFE   Violation of LTL property !(G((A ==> G(A)))) ,67050875613.0,2113404928,1.30009656E+9,3,66875541391,14978285,2,3,83,95,150,242,150,242,1,1,0,Nonterminating,3.0,5.0,0.0
,LTL/coolant,coolant_basis_2_neg.c,None-StagedBlast.epf,LTLAutomizerCInline.xml,ExpectedResult: UNSAFE UltimateResult: UNSAFE   Violation of LTL property !(G(F(A))) ,21828450601.0,1771044864,1250663232,2,21724393309,3956165,2,4,82,94,146,306,146,306,1,0,0,Nonterminating,4.0,0.0,0.0
,LTL/coolant,coolant_basis_2_neg.c,None.epf,LTLAutomizerCInline.xml,ExpectedResult: UNSAFE UltimateResult: UNSAFE   Violation of LTL property !(G(F(A))) ,22535522240.0,1765801984,1443637448,2,22455570596,5874229,2,4,82,94,146,306,146,306,1,0,0,Nonterminating,4.0,0.0,0.0
,LTL/coolant,coolant_basis_2_safe_liveness.c,None-StagedBlast.epf,LTLAutomizerCInline.xml,ExpectedResult: SAFE UltimateResult: SAFE   [ShortDescription: All specifications hold LongDescription: We were not able to verify any specifiation because the program does not contain any specification.],19901286786.0,1638924288,722601344,20,19856761836,36708154,2,3,82,94,146,235,146,235,0,19,0,-,0.0,5.052631578947368,0.0
,LTL/coolant,coolant_basis_2_safe_liveness.c,None.epf,LTLAutomizerCInline.xml,ExpectedResult: SAFE UltimateResult: SAFE   [ShortDescription: All specifications hold LongDescription: We were not able to verify any specifiation because the program does not contain any specification.],19857850248.0,1463287808,9.8522892E+8,20,19812382720,94721661,2,3,82,94,146,235,146,235,0,19,0,-,0.0,5.052631578947368,0.0
,LTL/coolant,coolant_basis_2_unsafe_liveness.c,None-StagedBlast.epf,LTLAutomizerCInline.xml,ExpectedResult: UNSAFE UltimateResult: UNSAFE   Violation of LTL property G(F(A)) ,65477061797.0,1341652992,793063104,17,65428342582,32648515,2,3,82,94,146,235,146,235,0,16,0,Nonterminating,0.0,5.0625,0.0
,LTL/coolant,coolant_basis_2_unsafe_liveness.c,None.epf,LTLAutomizerCInline.xml,ExpectedResult: UNSAFE UltimateResult: EXCEPTION_OR_ERROR   [de.uni_freiburg.informatik.ultimate.plugins.generator.buchiautomizer: OutOfMemoryError: GC overhead limit exceeded: java.lang.AbstractStringBuilder.<init>(AbstractStringBuilder.java:64)],711169724490.0,5162139648,7.45117672E+9,0,1761393,0,2,3,82,94,146,235,146,235,-,-,-,-,-,-,-
,LTL/coolant,coolant_basis_3_safe_sftyliveness.c,None-StagedBlast.epf,LTLAutomizerCInline.xml,ExpectedResult: SAFE UltimateResult: SAFE   [ShortDescription: All specifications hold LongDescription: We were not able to verify any specifiation because the program does not contain any specification.],303032318.0,5162139648,76453568,3,74903891,1535421,3,6,76,87,193,409,193,409,2,0,0,-,3.0,0.0,0.0
,LTL/coolant,coolant_basis_3_safe_sftyliveness.c,None.epf,LTLAutomizerCInline.xml,ExpectedResult: SAFE UltimateResult: SAFE   [ShortDescription: All specifications hold LongDescription: We were not able to verify any specifiation because the program does not contain any specification.],263578867.0,5162139648,48219632,3,95629953,1939724,3,6,76,87,193,409,193,409,2,0,0,-,3.0,0.0,0.0
,LTL/coolant,coolant_basis_3_unsafe_sftyliveness.c,None-StagedBlast.epf,LTLAutomizerCInline.xml,ExpectedResult: UNSAFE UltimateResult: UNSAFE   Violation of LTL property G((A || G(F(B)))) ,59581549345.0,5162139648,8.7579388E+8,4,59461904741,5643544,3,6,76,87,193,409,193,409,3,0,0,Nonterminating,2.6666666666666665,0.0,0.0
,LTL/coolant,coolant_basis_3_unsafe_sftyliveness.c,None.epf,LTLAutomizerCInline.xml,ExpectedResult: UNSAFE UltimateResult: UNSAFE   Violation of LTL property G((A || G(F(B)))) ,48592304597.0,4255645696,944869904,4,48532697376,3060859,3,6,76,87,193,409,193,409,3,0,0,Nonterminating,2.6666666666666665,0.0,0.0
,LTL/coolant,coolant_basis_4_1_unsafe_sftyliveness.c,None-StagedBlast.epf,LTLAutomizerCInline.xml,ExpectedResult: UNSAFE UltimateResult: UNSAFE   Violation of LTL property G((A || (B || F(G(C))))) ,24170731505.0,4.41450496E+9,939798024,6,24063006686,7640990,4,8,77,88,195,412,195,412,5,0,0,Nonterminating,3.0,0.0,0.0
,LTL/coolant,coolant_basis_4_1_unsafe_sftyliveness.c,None.epf,LTLAutomizerCInline.xml,ExpectedResult: UNSAFE UltimateResult: UNSAFE   Violation of LTL property G((A || (B || F(G(C))))) ,24066107302.0,4363124736,963961848,6,23997706921,5766773,4,8,77,88,195,412,195,412,5,0,0,Nonterminating,3.0,0.0,0.0
,LTL/coolant,coolant_basis_4_2_unsafe_sftyliveness.c,None-StagedBlast.epf,LTLAutomizerCInline.xml,ExpectedResult: UNSAFE UltimateResult: NO_RESULT   NO_RESULT,88039451425.0,4331667456,997561584,6,87959625544,7734816,4,8,90,105,236,519,236,519,5,0,0,Unknown,3.0,0.0,0.0
,LTL/coolant,coolant_basis_4_2_unsafe_sftyliveness.c,None.epf,LTLAutomizerCInline.xml,ExpectedResult: UNSAFE UltimateResult: NO_RESULT   NO_RESULT,99904890768.0,4364173312,1045270568,6,99783631574,12690308,4,8,90,105,236,519,236,519,5,0,0,Unknown,3.0,0.0,0.0
,LTL/coolant,coolant_basis_4_neg.c,None-StagedBlast.epf,LTLAutomizerCInline.xml,ExpectedResult: UNSAFE UltimateResult: UNSAFE   Violation of LTL property !(G((A || (B || F(G(C)))))) ,2000055836.0,4365746176,1.04650832E+9,2,1895905128,1428543,3,6,76,87,193,409,193,409,1,0,0,Nonterminating,3.0,0.0,0.0
,LTL/coolant,coolant_basis_4_neg.c,None.epf,LTLAutomizerCInline.xml,ExpectedResult: UNSAFE UltimateResult: UNSAFE   Violation of LTL property !(G((A || (B || F(G(C)))))) ,1214165690.0,4368367616,1050869888,2,1158434766,1231207,3,6,76,87,193,409,193,409,1,0,0,Nonterminating,3.0,0.0,0.0
,LTL/coolant,coolant_basis_4_safe_sftyliveness.c,None-StagedBlast.epf,LTLAutomizerCInline.xml,ExpectedResult: SAFE UltimateResult: SAFE   [ShortDescription: All specifications hold LongDescription: We were not able to verify any specifiation because the program does not contain any specification.],188577050.0,4.36994048E+9,58545568,7,132961765,6282612,4,8,76,87,192,406,192,406,6,0,0,-,3.0,0.0,0.0
,LTL/coolant,coolant_basis_4_safe_sftyliveness.c,None.epf,LTLAutomizerCInline.xml,ExpectedResult: SAFE UltimateResult: SAFE   [ShortDescription: All specifications hold LongDescription: We were not able to verify any specifiation because the program does not contain any specification.],191536913.0,4367843328,58794232,7,116329409,5489775,4,8,76,87,192,406,192,406,6,0,0,-,3.0,0.0,0.0
