################################# CSV #######################
,Folder,File,Settings,Toolchain,Message,Runtime (ns),Allocated memory end (bytes)
,rers,Problem18_prop_025.c,LtlSoftwareModelCheckingC.epf,LtlSoftwareModelCheckingC.xml,ExpectedResult: UNSAFE UltimateResult: TIMEOUT   [ShortDescription: Timeout LongDescription: Timeout while trying to prove G((A || ((B U C) || G(B))))],1259699123472.0,7467958272
,rers,Problem15_prop_017.c,LtlSoftwareModelCheckingC.epf,LtlSoftwareModelCheckingC.xml,ExpectedResult: UNSAFE UltimateResult: EXCEPTION_OR_ERROR   [de.uni_freiburg.informatik.ultimate.plugins.generator.buchiautomizer: OutOfMemoryError: GC overhead limit exceeded],458025411683.0,7635730432
,rers,Problem17_prop_047.c,LtlSoftwareModelCheckingC.epf,LtlSoftwareModelCheckingC.xml,ExpectedResult: UNSAFE UltimateResult: EXCEPTION_OR_ERROR   [de.uni_freiburg.informatik.ultimate.plugins.generator.buchiautomizer: OutOfMemoryError: GC overhead limit exceeded],554545004968.0,7413956608
,rers,Problem15_prop_024.c,LtlSoftwareModelCheckingC.epf,LtlSoftwareModelCheckingC.xml,ExpectedResult: SAFE UltimateResult: SAFE   [ShortDescription: All specifications hold LongDescription: We were not able to verify any specifiation because the program does not contain any specification.],311416889410.0,6835666944
,rers,Problem17_prop_026.c,LtlSoftwareModelCheckingC.epf,LtlSoftwareModelCheckingC.xml,ExpectedResult: SAFE UltimateResult: SAFE   [ShortDescription: All specifications hold LongDescription: We were not able to verify any specifiation because the program does not contain any specification.],174926015992.0,7.47896832E+9
,rers,Problem14_prop_035.c,LtlSoftwareModelCheckingC.epf,LtlSoftwareModelCheckingC.xml,ExpectedResult: UNSAFE UltimateResult: NO_RESULT   NO_RESULT,144022930685.0,8.23918592E+9
,rers,Problem19_prop_010.c,LtlSoftwareModelCheckingC.epf,LtlSoftwareModelCheckingC.xml,ExpectedResult: UNSAFE UltimateResult: TIMEOUT   [ShortDescription: Timeout LongDescription: Timeout while trying to prove G((A || (B U C)))],1827982710024.0,7934574592
,rers,Problem14_prop_036.c,LtlSoftwareModelCheckingC.epf,LtlSoftwareModelCheckingC.xml,ExpectedResult: UNSAFE UltimateResult: NO_RESULT   NO_RESULT,1223019404933.0,8.257536E+9
,rers,Problem16_prop_007.c,LtlSoftwareModelCheckingC.epf,LtlSoftwareModelCheckingC.xml,ExpectedResult: SAFE UltimateResult: SAFE   [ShortDescription: All specifications hold LongDescription: We were not able to verify any specifiation because the program does not contain any specification.],576454794639.0,7349469184
,rers,Problem16_prop_037.c,LtlSoftwareModelCheckingC.epf,LtlSoftwareModelCheckingC.xml,ExpectedResult: UNSAFE UltimateResult: NO_RESULT   NO_RESULT,362017112408.0,6960971776
,rers,Problem19_prop_005.c,LtlSoftwareModelCheckingC.epf,LtlSoftwareModelCheckingC.xml,ExpectedResult: SAFE UltimateResult: TIMEOUT   [ShortDescription: Timeout LongDescription: Timeout while trying to prove G((!((A && F(B))) || (C U B)))],1214219776851.0,7.96131328E+9
,rers,Problem16_prop_044.c,LtlSoftwareModelCheckingC.epf,LtlSoftwareModelCheckingC.xml,ExpectedResult: SAFE UltimateResult: SAFE   [ShortDescription: All specifications hold LongDescription: We were not able to verify any specifiation because the program does not contain any specification.],55726639108.0,7.40032512E+9
,rers,Problem18_prop_026.c,LtlSoftwareModelCheckingC.epf,LtlSoftwareModelCheckingC.xml,ExpectedResult: UNSAFE UltimateResult: TIMEOUT   [ShortDescription: Timeout LongDescription: Timeout while trying to prove G((A || ((B U C) || G(B))))],1305580411399.0,7635730432
,rers,Problem18_prop_049.c,LtlSoftwareModelCheckingC.epf,LtlSoftwareModelCheckingC.xml,ExpectedResult: UNSAFE UltimateResult: TIMEOUT   [ShortDescription: Timeout LongDescription: Timeout while trying to prove G((A || ((B U C) || G(B))))],1216611804911.0,7635730432
,rers,Problem14_prop_027.c,LtlSoftwareModelCheckingC.epf,LtlSoftwareModelCheckingC.xml,ExpectedResult: UNSAFE UltimateResult: NO_RESULT   NO_RESULT,74111279058.0,8119648256
,rers,Problem17_prop_041.c,LtlSoftwareModelCheckingC.epf,LtlSoftwareModelCheckingC.xml,ExpectedResult: SAFE UltimateResult: SAFE   [ShortDescription: All specifications hold LongDescription: We were not able to verify any specifiation because the program does not contain any specification.],26516953380.0,7635730432
,rers,Problem18_prop_027.c,LtlSoftwareModelCheckingC.epf,LtlSoftwareModelCheckingC.xml,ExpectedResult: SAFE UltimateResult: TIMEOUT   [ShortDescription: Timeout LongDescription: Timeout while trying to prove (!(F(A)) || (B U C))],1233145093662.0,7860649984
,rers,Problem17_prop_016.c,LtlSoftwareModelCheckingC.epf,LtlSoftwareModelCheckingC.xml,ExpectedResult: UNSAFE UltimateResult: TIMEOUT   [ShortDescription: Timeout LongDescription: Timeout while trying to prove G((A || (B U C)))],1220396684632.0,7607943168
,rers,Problem16_prop_043.c,LtlSoftwareModelCheckingC.epf,LtlSoftwareModelCheckingC.xml,ExpectedResult: UNSAFE UltimateResult: EXCEPTION_OR_ERROR   [de.uni_freiburg.informatik.ultimate.plugins.generator.buchiautomizer: OutOfMemoryError: GC overhead limit exceeded],727922029821.0,8.34666496E+9
,rers,Problem18_prop_032.c,LtlSoftwareModelCheckingC.epf,LtlSoftwareModelCheckingC.xml,ExpectedResult: UNSAFE UltimateResult: TIMEOUT   [ShortDescription: Timeout LongDescription: Timeout while trying to prove G((!((A && F(B))) || (C U B)))],1201212790062.0,8076132352
