,File,Settings,Toolchain,Result,Overall time,Overall iterations,Automata difference,Dead end removal time,Minimization time,Time for computing Hoare annotation,BasicInterpolantAutomatonTime,BiggestAbstraction,EdgeCheckerBenchmarkData_SDtfs,EdgeCheckerBenchmarkData_SDslu,EdgeCheckerBenchmarkData_SDs,EdgeCheckerBenchmarkData_lazy,EdgeCheckerBenchmarkData_Sat,EdgeCheckerBenchmarkData_Unsat,EdgeCheckerBenchmarkData_Unknown,EdgeCheckerBenchmarkData_NotChecked,EdgeCheckerBenchmarkData_EdgeCheckerTime,States removed by minization,TraceCheckerBenchmark_SsaConstructionTime,TraceCheckerBenchmark_SatisfiabilityAnalysisTime,TraceCheckerBenchmark_InterpolantComputationTime,TraceCheckerBenchmark_NumberOfCodeBlocks,TraceCheckerBenchmark_NumberOfCodeBlocksAsserted,TraceCheckerBenchmark_NumberOfCheckSat,TraceCheckerBenchmark_SizeOfPredicatesFP,TraceCheckerBenchmark_SizeOfPredicatesBP,TraceCheckerBenchmark_NumberOfQuantifiedPredicates,TraceCheckerBenchmark_Conjuncts in SSA,TraceCheckerBenchmark_Conjuncts in UnsatCore,InterpolantCoveringCapability
,/home/matthias/ultimate/trunk/examples/svcomp/loop-acceleration/array_false-unreach-call2.c,/home/matthias/ultimate/trunk/examples/settings/automizer/2TracAutomatonEvaluation/BackwardPredicates_CanonicalAutomaton_SvcompReachPreciseMM.epf,/home/matthias/ultimate/trunk/examples/toolchains/AutomizerCInline.xml,TIMEOUT,29974809421,43,20086175470,0,25061735,0,25240509,size=89occurred in iteration=42,1158,0,14924,0,14924,820,0,0,5597046199,0,225580482,616074798,8874654602,1891,1891,42,0,5293,[I@27f2b87a,6285,903,0/22960
,/home/matthias/ultimate/trunk/examples/svcomp/loop-acceleration/array_false-unreach-call2.c,/home/matthias/ultimate/trunk/examples/settings/automizer/2TracAutomatonEvaluation/FPandBP_2TrackAutomaton_SvcompReachPreciseMM.epf,/home/matthias/ultimate/trunk/examples/toolchains/AutomizerCInline.xml,TIMEOUT,30121141827,7,6440903230,0,3224956,0,17025742845,size=131occurred in iteration=6,170,0,2934,0,2954,295,0,0,1036525512,0,26812406,85348813,6531764764,269,269,7,742,742,[I@302d6613,888,127,0/0
,/home/matthias/ultimate/trunk/examples/svcomp/loop-acceleration/array_false-unreach-call2.c,/home/matthias/ultimate/trunk/examples/settings/automizer/2TracAutomatonEvaluation/ForwardPredicates_CanonicalAutomaton_SvcompReachPreciseMM.epf,/home/matthias/ultimate/trunk/examples/toolchains/AutomizerCInline.xml,TIMEOUT,30013045282,44,19887250176,0,25000844,0,23195933,size=91occurred in iteration=43,1209,0,15953,0,15955,903,0,0,5898168362,0,254996323,668338257,9111004813,2069,2069,44,5809,0,[I@7488821a,6892,990,0/26488
,/home/matthias/ultimate/trunk/examples/svcomp/loop-acceleration/array_false-unreach-call3.c,/home/matthias/ultimate/trunk/examples/settings/automizer/2TracAutomatonEvaluation/BackwardPredicates_CanonicalAutomaton_SvcompReachPreciseMM.epf,/home/matthias/ultimate/trunk/examples/toolchains/AutomizerCInline.xml,TIMEOUT,29995710804,38,18596874279,0,20225107,0,22307094,size=79occurred in iteration=37,940,36,10681,0,13294,666,0,0,5223000622,0,92958592,291894108,10935526093,1559,1559,38,0,15122,[I@2e15b4bb,3194,926,0/16872
,/home/matthias/ultimate/trunk/examples/svcomp/loop-acceleration/array_false-unreach-call3.c,/home/matthias/ultimate/trunk/examples/settings/automizer/2TracAutomatonEvaluation/FPandBP_2TrackAutomaton_SvcompReachPreciseMM.epf,/home/matthias/ultimate/trunk/examples/toolchains/AutomizerCInline.xml,TIMEOUT,38297091575,7,13760016219,0,3173325,0,16314743644,size=131occurred in iteration=6,160,1359,3055,0,7281,342,0,0,2392795880,0,14764582,46635569,8150598531,269,269,7,802,2717,[I@130c78a0,552,157,0/0
,/home/matthias/ultimate/trunk/examples/svcomp/loop-acceleration/array_false-unreach-call3.c,/home/matthias/ultimate/trunk/examples/settings/automizer/2TracAutomatonEvaluation/ForwardPredicates_CanonicalAutomaton_SvcompReachPreciseMM.epf,/home/matthias/ultimate/trunk/examples/toolchains/AutomizerCInline.xml,TIMEOUT,30030917100,42,20139395736,0,23476556,0,21391252,size=87occurred in iteration=41,1110,40,14140,0,17340,780,0,0,5926605448,0,116546834,351460067,8716785502,1805,1805,41,5444,0,[I@17c35a25,3692,1061,0/21320
,/home/matthias/ultimate/trunk/examples/svcomp/loop-acceleration/array_true-unreach-call1.c,/home/matthias/ultimate/trunk/examples/settings/automizer/2TracAutomatonEvaluation/BackwardPredicates_CanonicalAutomaton_SvcompReachPreciseMM.epf,/home/matthias/ultimate/trunk/examples/toolchains/AutomizerCInline.xml,TIMEOUT,29981054143,43,20082213278,0,24423023,0,22883843,size=89occurred in iteration=42,1201,0,15785,0,15869,861,0,0,5595135597,0,179620820,458428495,9170242139,1979,1979,43,0,5548,[I@30895424,4863,946,0/24682
,/home/matthias/ultimate/trunk/examples/svcomp/loop-acceleration/array_true-unreach-call1.c,/home/matthias/ultimate/trunk/examples/settings/automizer/2TracAutomatonEvaluation/FPandBP_2TrackAutomaton_SvcompReachPreciseMM.epf,/home/matthias/ultimate/trunk/examples/toolchains/AutomizerCInline.xml,TIMEOUT,30009083968,7,7973927623,0,3163229,0,15516491117,size=131occurred in iteration=6,175,0,2994,0,3024,300,0,0,1163110042,0,23562140,58784765,6425695912,269,269,7,742,742,[I@7f32061,660,127,0/0
,/home/matthias/ultimate/trunk/examples/svcomp/loop-acceleration/array_true-unreach-call1.c,/home/matthias/ultimate/trunk/examples/settings/automizer/2TracAutomatonEvaluation/ForwardPredicates_CanonicalAutomaton_SvcompReachPreciseMM.epf,/home/matthias/ultimate/trunk/examples/toolchains/AutomizerCInline.xml,TIMEOUT,29990256577,44,19971906365,0,25628813,0,21789962,size=91occurred in iteration=43,1207,0,15953,0,15953,861,0,0,5626760239,0,181584487,470626957,8871085930,1979,1979,43,5548,0,[I@6ad2c45a,4863,946,0/24682
,/home/matthias/ultimate/trunk/examples/svcomp/loop-acceleration/array_true-unreach-call2.c,/home/matthias/ultimate/trunk/examples/settings/automizer/2TracAutomatonEvaluation/BackwardPredicates_CanonicalAutomaton_SvcompReachPreciseMM.epf,/home/matthias/ultimate/trunk/examples/toolchains/AutomizerCInline.xml,TIMEOUT,30000246234,42,19873410826,0,23673646,0,21730679,size=87occurred in iteration=41,1144,0,14468,0,14534,820,0,0,5516772750,0,216212307,611189271,9213049012,1891,1891,42,0,5293,[I@33592780,6285,903,0/22960
,/home/matthias/ultimate/trunk/examples/svcomp/loop-acceleration/array_true-unreach-call2.c,/home/matthias/ultimate/trunk/examples/settings/automizer/2TracAutomatonEvaluation/FPandBP_2TrackAutomaton_SvcompReachPreciseMM.epf,/home/matthias/ultimate/trunk/examples/toolchains/AutomizerCInline.xml,TIMEOUT,30008937423,7,7549408883,0,3734309,0,16053684254,size=131occurred in iteration=6,173,0,2967,0,2993,298,0,0,1195665148,0,34662440,91082249,6268606743,269,269,7,742,742,[I@22305ed6,888,127,0/0
,/home/matthias/ultimate/trunk/examples/svcomp/loop-acceleration/array_true-unreach-call2.c,/home/matthias/ultimate/trunk/examples/settings/automizer/2TracAutomatonEvaluation/ForwardPredicates_CanonicalAutomaton_SvcompReachPreciseMM.epf,/home/matthias/ultimate/trunk/examples/toolchains/AutomizerCInline.xml,TIMEOUT,29977577160,44,20004509810,0,24406055,0,23458648,size=91occurred in iteration=43,1238,0,16388,0,16448,903,0,0,5801125895,0,215290962,604859368,9062321852,2069,2069,44,5809,0,[I@15a24523,6892,990,0/26488
,/home/matthias/ultimate/trunk/examples/svcomp/loop-acceleration/array_true-unreach-call3.c,/home/matthias/ultimate/trunk/examples/settings/automizer/2TracAutomatonEvaluation/BackwardPredicates_CanonicalAutomaton_SvcompReachPreciseMM.epf,/home/matthias/ultimate/trunk/examples/toolchains/AutomizerCInline.xml,SAFE,31839780,2,16363012,0,512590,0,577056,size=10occurred in iteration=0,14,3,2,0,9,1,0,0,4042113,0,779419,2384343,9088588,11,11,2,0,47,[I@25196b9a,26,8,0/0
,/home/matthias/ultimate/trunk/examples/svcomp/loop-acceleration/array_true-unreach-call3.c,/home/matthias/ultimate/trunk/examples/settings/automizer/2TracAutomatonEvaluation/FPandBP_2TrackAutomaton_SvcompReachPreciseMM.epf,/home/matthias/ultimate/trunk/examples/toolchains/AutomizerCInline.xml,SAFE,146982411,2,67550503,0,808981,0,25407153,size=10occurred in iteration=0,15,7,7,0,29,4,0,0,16991133,0,1268178,4418864,44129465,11,11,2,23,47,[I@27e75e7d,26,8,0/0
,/home/matthias/ultimate/trunk/examples/svcomp/loop-acceleration/array_true-unreach-call3.c,/home/matthias/ultimate/trunk/examples/settings/automizer/2TracAutomatonEvaluation/ForwardPredicates_CanonicalAutomaton_SvcompReachPreciseMM.epf,/home/matthias/ultimate/trunk/examples/toolchains/AutomizerCInline.xml,SAFE,63580606,3,31850348,0,828215,0,914560,size=11occurred in iteration=2,24,5,13,0,24,2,0,0,11303615,0,1466477,4229344,21555417,20,20,3,44,0,[I@46ec7502,45,16,2/2
,/home/matthias/ultimate/trunk/examples/svcomp/loop-acceleration/const_false-unreach-call1.c,/home/matthias/ultimate/trunk/examples/settings/automizer/2TracAutomatonEvaluation/BackwardPredicates_CanonicalAutomaton_SvcompReachPreciseMM.epf,/home/matthias/ultimate/trunk/examples/toolchains/AutomizerCInline.xml,TIMEOUT,37327517753,8,36857520084,0,2418017,0,3024779,size=19occurred in iteration=7,75,0,119,0,120,21,1,0,19815408325,0,7629799,24856798,424809615,89,89,8,0,515,[I@1a533f53,245,64,0/112
,/home/matthias/ultimate/trunk/examples/svcomp/loop-acceleration/const_false-unreach-call1.c,/home/matthias/ultimate/trunk/examples/settings/automizer/2TracAutomatonEvaluation/FPandBP_2TrackAutomaton_SvcompReachPreciseMM.epf,/home/matthias/ultimate/trunk/examples/toolchains/AutomizerCInline.xml,TIMEOUT,40604983589,4,39734932791,0,982623,0,302760058,size=19occurred in iteration=3,43,0,117,0,136,19,1,0,12401284794,0,2955897,10644943,548874080,39,39,4,79,209,[I@4f626fa5,107,26,0/0
,/home/matthias/ultimate/trunk/examples/svcomp/loop-acceleration/const_false-unreach-call1.c,/home/matthias/ultimate/trunk/examples/settings/automizer/2TracAutomatonEvaluation/ForwardPredicates_CanonicalAutomaton_SvcompReachPreciseMM.epf,/home/matthias/ultimate/trunk/examples/toolchains/AutomizerCInline.xml,TIMEOUT,29991387895,49,17155845818,0,32641156,0,26947964,size=101occurred in iteration=48,1467,0,39104,0,39104,0,0,0,16487201493,0,193694352,642616640,11791579673,2449,2449,48,6913,0,[I@478fe25a,7205,2304,0/34592
,/home/matthias/ultimate/trunk/examples/svcomp/loop-acceleration/const_true-unreach-call1.c,/home/matthias/ultimate/trunk/examples/settings/automizer/2TracAutomatonEvaluation/BackwardPredicates_CanonicalAutomaton_SvcompReachPreciseMM.epf,/home/matthias/ultimate/trunk/examples/toolchains/AutomizerCInline.xml,SAFE,190513030,5,119600678,0,2010327,0,2017434,size=13occurred in iteration=4,43,1,35,0,30,3,0,0,44859186,0,4415142,16163531,40081721,41,41,5,0,151,[I@4df5faae,110,26,12/20
,/home/matthias/ultimate/trunk/examples/svcomp/loop-acceleration/const_true-unreach-call1.c,/home/matthias/ultimate/trunk/examples/settings/automizer/2TracAutomatonEvaluation/FPandBP_2TrackAutomaton_SvcompReachPreciseMM.epf,/home/matthias/ultimate/trunk/examples/toolchains/AutomizerCInline.xml,SAFE,9149256262,5,7896679043,0,1774480,0,541206131,size=35occurred in iteration=4,59,2,233,0,222,19,0,0,362222377,0,5300407,18851911,680537499,73,73,5,129,283,[I@501cdd7e,206,34,0/0
,/home/matthias/ultimate/trunk/examples/svcomp/loop-acceleration/const_true-unreach-call1.c,/home/matthias/ultimate/trunk/examples/settings/automizer/2TracAutomatonEvaluation/ForwardPredicates_CanonicalAutomaton_SvcompReachPreciseMM.epf,/home/matthias/ultimate/trunk/examples/toolchains/AutomizerCInline.xml,TIMEOUT,29998801773,49,16269824987,0,28805837,0,27804197,size=101occurred in iteration=48,1509,0,41031,0,41119,0,0,0,15621582153,0,203719075,703878468,12716278085,2549,2549,49,7204,0,[I@506907ed,7502,2401,0/36848
,/home/matthias/ultimate/trunk/examples/svcomp/loop-acceleration/diamond_false-unreach-call1.c,/home/matthias/ultimate/trunk/examples/settings/automizer/2TracAutomatonEvaluation/BackwardPredicates_CanonicalAutomaton_SvcompReachPreciseMM.epf,/home/matthias/ultimate/trunk/examples/toolchains/AutomizerCInline.xml,TIMEOUT,30088423321,6,24276291142,0,1695268,0,2537076,size=15occurred in iteration=5,48,0,40,0,60,6,0,0,4878051335,0,4068114,16219467,4903241626,41,41,5,0,536,[I@3755a76a,116,25,0/20
,/home/matthias/ultimate/trunk/examples/svcomp/loop-acceleration/diamond_false-unreach-call1.c,/home/matthias/ultimate/trunk/examples/settings/automizer/2TracAutomatonEvaluation/FPandBP_2TrackAutomaton_SvcompReachPreciseMM.epf,/home/matthias/ultimate/trunk/examples/toolchains/AutomizerCInline.xml,TIMEOUT,30601401683,4,1135438242,0,965001,0,165616729,size=19occurred in iteration=3,32,0,43,0,59,6,0,0,469211282,0,1818769,7081405,871949373,21,21,3,94,138,[I@58623c87,58,12,0/0
,/home/matthias/ultimate/trunk/examples/svcomp/loop-acceleration/diamond_false-unreach-call1.c,/home/matthias/ultimate/trunk/examples/settings/automizer/2TracAutomatonEvaluation/ForwardPredicates_CanonicalAutomaton_SvcompReachPreciseMM.epf,/home/matthias/ultimate/trunk/examples/toolchains/AutomizerCInline.xml,TIMEOUT,29993466315,8,728416119,0,2738498,0,10361964,size=19occurred in iteration=7,73,0,133,0,175,0,0,0,707400153,0,8253361,30585081,16311264862,71,71,7,2502,0,[I@1973f066,209,51,0/70
,/home/matthias/ultimate/trunk/examples/svcomp/loop-acceleration/multivar_false-unreach-call1.c,/home/matthias/ultimate/trunk/examples/settings/automizer/2TracAutomatonEvaluation/BackwardPredicates_CanonicalAutomaton_SvcompReachPreciseMM.epf,/home/matthias/ultimate/trunk/examples/toolchains/AutomizerCInline.xml,UNSAFE,14018724,2,903183,0,284659,0,268939,size=9occurred in iteration=0,10,0,0,0,0,0,0,0,0,0,1494004,5982969,295879,11,11,2,0,4,[I@1ebe4051,14,1,0/0
,/home/matthias/ultimate/trunk/examples/svcomp/loop-acceleration/multivar_false-unreach-call1.c,/home/matthias/ultimate/trunk/examples/settings/automizer/2TracAutomatonEvaluation/FPandBP_2TrackAutomaton_SvcompReachPreciseMM.epf,/home/matthias/ultimate/trunk/examples/toolchains/AutomizerCInline.xml,UNSAFE,18301931,2,1187918,0,371058,0,3987190,size=9occurred in iteration=0,10,0,0,0,0,0,0,0,0,0,1471029,4707233,436007,11,11,2,4,4,[I@5c70959b,14,1,0/0
,/home/matthias/ultimate/trunk/examples/svcomp/loop-acceleration/multivar_false-unreach-call1.c,/home/matthias/ultimate/trunk/examples/settings/automizer/2TracAutomatonEvaluation/ForwardPredicates_CanonicalAutomaton_SvcompReachPreciseMM.epf,/home/matthias/ultimate/trunk/examples/toolchains/AutomizerCInline.xml,UNSAFE,16611958,2,866694,0,283445,0,253955,size=9occurred in iteration=0,10,0,0,0,0,0,0,0,0,0,986580,5891697,298505,11,11,2,4,0,[I@636e2286,14,1,0/0
,/home/matthias/ultimate/trunk/examples/svcomp/loop-acceleration/multivar_true-unreach-call1.c,/home/matthias/ultimate/trunk/examples/settings/automizer/2TracAutomatonEvaluation/BackwardPredicates_CanonicalAutomaton_SvcompReachPreciseMM.epf,/home/matthias/ultimate/trunk/examples/toolchains/AutomizerCInline.xml,SAFE,60599333,2,35855152,0,620695,0,721605,size=9occurred in iteration=0,12,1,2,0,5,1,0,0,17275679,0,1346165,4678565,15108789,11,11,2,0,53,[I@1711a449,29,9,0/0
,/home/matthias/ultimate/trunk/examples/svcomp/loop-acceleration/multivar_true-unreach-call1.c,/home/matthias/ultimate/trunk/examples/settings/automizer/2TracAutomatonEvaluation/FPandBP_2TrackAutomaton_SvcompReachPreciseMM.epf,/home/matthias/ultimate/trunk/examples/toolchains/AutomizerCInline.xml,SAFE,86677564,2,23230845,0,506317,0,24462171,size=9occurred in iteration=0,12,2,4,0,7,2,0,0,3951204,0,983250,2901215,32358159,11,11,2,17,53,[I@738c074,29,9,0/0
,/home/matthias/ultimate/trunk/examples/svcomp/loop-acceleration/multivar_true-unreach-call1.c,/home/matthias/ultimate/trunk/examples/settings/automizer/2TracAutomatonEvaluation/ForwardPredicates_CanonicalAutomaton_SvcompReachPreciseMM.epf,/home/matthias/ultimate/trunk/examples/toolchains/AutomizerCInline.xml,SAFE,37128784,2,10814954,0,610021,0,685675,size=9occurred in iteration=0,12,1,2,0,5,1,0,0,3193487,0,1624411,4940550,15827330,11,11,2,17,0,[I@1ee30360,29,9,0/0
,/home/matthias/ultimate/trunk/examples/svcomp/loop-acceleration/overflow_true-unreach-call1.c,/home/matthias/ultimate/trunk/examples/settings/automizer/2TracAutomatonEvaluation/BackwardPredicates_CanonicalAutomaton_SvcompReachPreciseMM.epf,/home/matthias/ultimate/trunk/examples/toolchains/AutomizerCInline.xml,SAFE,28977092385,6,28442861394,0,2119474,0,3847475,size=15occurred in iteration=5,50,9,42,0,64,11,1,0,13762386658,0,3004235,15441736,503086967,55,55,6,0,839,[I@49f2a377,117,41,20/40
,/home/matthias/ultimate/trunk/examples/svcomp/loop-acceleration/overflow_true-unreach-call1.c,/home/matthias/ultimate/trunk/examples/settings/automizer/2TracAutomatonEvaluation/FPandBP_2TrackAutomaton_SvcompReachPreciseMM.epf,/home/matthias/ultimate/trunk/examples/toolchains/AutomizerCInline.xml,TIMEOUT,31080083530,4,30311877503,0,1698213,0,406529048,size=19occurred in iteration=3,40,0,85,0,115,19,0,0,1780580020,0,3005093,15774585,335432987,39,39,4,79,209,[I@795dddba,83,26,0/0
,/home/matthias/ultimate/trunk/examples/svcomp/loop-acceleration/overflow_true-unreach-call1.c,/home/matthias/ultimate/trunk/examples/settings/automizer/2TracAutomatonEvaluation/ForwardPredicates_CanonicalAutomaton_SvcompReachPreciseMM.epf,/home/matthias/ultimate/trunk/examples/toolchains/AutomizerCInline.xml,TIMEOUT,30011260512,49,16490357130,0,29330579,0,26195449,size=101occurred in iteration=48,1467,0,37976,0,40232,0,0,0,15831157910,0,85134864,556872746,12388043749,2449,2449,48,6913,0,[I@1881c96,4947,2304,0/34592
,/home/matthias/ultimate/trunk/examples/svcomp/loop-acceleration/simple_false-unreach-call1.c,/home/matthias/ultimate/trunk/examples/settings/automizer/2TracAutomatonEvaluation/BackwardPredicates_CanonicalAutomaton_SvcompReachPreciseMM.epf,/home/matthias/ultimate/trunk/examples/toolchains/AutomizerCInline.xml,TIMEOUT,31874887059,6,31769058811,0,1637356,0,2310698,size=15occurred in iteration=5,49,0,40,0,60,10,0,0,535351315,0,2731828,13908685,79951562,55,55,6,0,259,[I@aabc598,117,36,0/40
,/home/matthias/ultimate/trunk/examples/svcomp/loop-acceleration/simple_false-unreach-call1.c,/home/matthias/ultimate/trunk/examples/settings/automizer/2TracAutomatonEvaluation/FPandBP_2TrackAutomaton_SvcompReachPreciseMM.epf,/home/matthias/ultimate/trunk/examples/toolchains/AutomizerCInline.xml,TIMEOUT,38256994629,3,38151596702,0,696006,0,60900222,size=11occurred in iteration=2,24,0,16,0,28,6,0,0,22033182,0,1506013,6658283,31915661,21,21,3,34,68,[I@133983a1,46,11,0/0
,/home/matthias/ultimate/trunk/examples/svcomp/loop-acceleration/simple_false-unreach-call1.c,/home/matthias/ultimate/trunk/examples/settings/automizer/2TracAutomatonEvaluation/ForwardPredicates_CanonicalAutomaton_SvcompReachPreciseMM.epf,/home/matthias/ultimate/trunk/examples/toolchains/AutomizerCInline.xml,TIMEOUT,29991952889,49,16791664712,0,30341827,0,26225126,size=101occurred in iteration=48,1486,0,38822,0,41143,0,0,0,16125340386,0,91192138,544989626,12453858178,2549,2549,49,7204,0,[I@24f0c8e3,5148,2401,0/36848
,/home/matthias/ultimate/trunk/examples/svcomp/loop-acceleration/simple_false-unreach-call3.c,/home/matthias/ultimate/trunk/examples/settings/automizer/2TracAutomatonEvaluation/BackwardPredicates_CanonicalAutomaton_SvcompReachPreciseMM.epf,/home/matthias/ultimate/trunk/examples/toolchains/AutomizerCInline.xml,UNSAFE,9172329,2,865925,0,283828,0,255782,size=9occurred in iteration=0,10,0,0,0,0,0,0,0,0,0,737186,2940516,275271,11,11,2,0,4,[I@539cbe69,12,1,0/0
,/home/matthias/ultimate/trunk/examples/svcomp/loop-acceleration/simple_false-unreach-call3.c,/home/matthias/ultimate/trunk/examples/settings/automizer/2TracAutomatonEvaluation/FPandBP_2TrackAutomaton_SvcompReachPreciseMM.epf,/home/matthias/ultimate/trunk/examples/toolchains/AutomizerCInline.xml,UNSAFE,10978944,2,916763,0,287212,0,2178259,size=9occurred in iteration=0,10,0,0,0,0,0,0,0,0,0,614419,2781865,434708,11,11,2,4,4,[I@57990a61,12,1,0/0
,/home/matthias/ultimate/trunk/examples/svcomp/loop-acceleration/simple_false-unreach-call3.c,/home/matthias/ultimate/trunk/examples/settings/automizer/2TracAutomatonEvaluation/ForwardPredicates_CanonicalAutomaton_SvcompReachPreciseMM.epf,/home/matthias/ultimate/trunk/examples/toolchains/AutomizerCInline.xml,UNSAFE,14319968,2,1262805,0,415664,0,374999,size=9occurred in iteration=0,10,0,0,0,0,0,0,0,0,0,1206975,4735912,426695,11,11,2,4,0,[I@789335,12,1,0/0
,/home/matthias/ultimate/trunk/examples/svcomp/loop-acceleration/simple_false-unreach-call4.c,/home/matthias/ultimate/trunk/examples/settings/automizer/2TracAutomatonEvaluation/BackwardPredicates_CanonicalAutomaton_SvcompReachPreciseMM.epf,/home/matthias/ultimate/trunk/examples/toolchains/AutomizerCInline.xml,TIMEOUT,38294525111,6,38172163962,0,2171620,0,2883886,size=15occurred in iteration=5,45,18,28,0,49,16,0,0,90682195,0,3968662,20538134,86189138,55,55,6,0,259,[I@3c14c207,117,36,0/40
,/home/matthias/ultimate/trunk/examples/svcomp/loop-acceleration/simple_false-unreach-call4.c,/home/matthias/ultimate/trunk/examples/settings/automizer/2TracAutomatonEvaluation/FPandBP_2TrackAutomaton_SvcompReachPreciseMM.epf,/home/matthias/ultimate/trunk/examples/toolchains/AutomizerCInline.xml,TIMEOUT,41550482068,4,41076105521,0,1029402,0,293237948,size=19occurred in iteration=3,39,6,81,0,112,21,0,0,62138628,0,1852460,8999607,165307410,39,39,4,79,209,[I@76ce7861,83,26,0/0
,/home/matthias/ultimate/trunk/examples/svcomp/loop-acceleration/simple_false-unreach-call4.c,/home/matthias/ultimate/trunk/examples/settings/automizer/2TracAutomatonEvaluation/ForwardPredicates_CanonicalAutomaton_SvcompReachPreciseMM.epf,/home/matthias/ultimate/trunk/examples/toolchains/AutomizerCInline.xml,TIMEOUT,30001668645,49,16433126624,0,32603066,0,25644180,size=101occurred in iteration=48,1467,0,37976,0,40232,0,0,0,15778677959,0,87901897,527967113,12494343310,2449,2449,48,6913,0,[I@6d416536,4947,2304,0/34592
,/home/matthias/ultimate/trunk/examples/svcomp/loop-acceleration/simple_true-unreach-call1.c,/home/matthias/ultimate/trunk/examples/settings/automizer/2TracAutomatonEvaluation/BackwardPredicates_CanonicalAutomaton_SvcompReachPreciseMM.epf,/home/matthias/ultimate/trunk/examples/toolchains/AutomizerCInline.xml,TIMEOUT,31163738642,6,31066559476,0,1597158,0,1947663,size=15occurred in iteration=5,50,0,40,0,62,10,0,0,198918300,0,2731767,16752820,68742230,55,55,6,0,259,[I@f0cbca3,117,36,0/40
,/home/matthias/ultimate/trunk/examples/svcomp/loop-acceleration/simple_true-unreach-call1.c,/home/matthias/ultimate/trunk/examples/settings/automizer/2TracAutomatonEvaluation/FPandBP_2TrackAutomaton_SvcompReachPreciseMM.epf,/home/matthias/ultimate/trunk/examples/toolchains/AutomizerCInline.xml,TIMEOUT,42423548636,4,41974976107,0,990244,0,267773950,size=19occurred in iteration=3,40,0,85,0,115,19,0,0,67489432,0,2004174,10443431,163556206,39,39,4,79,209,[I@d34790d,83,26,0/0
,/home/matthias/ultimate/trunk/examples/svcomp/loop-acceleration/simple_true-unreach-call1.c,/home/matthias/ultimate/trunk/examples/settings/automizer/2TracAutomatonEvaluation/ForwardPredicates_CanonicalAutomaton_SvcompReachPreciseMM.epf,/home/matthias/ultimate/trunk/examples/toolchains/AutomizerCInline.xml,TIMEOUT,29992159634,49,16801203381,0,32608617,0,28334247,size=101occurred in iteration=48,1467,0,37976,0,40232,0,0,0,16132446837,0,97386252,588607719,11865437670,2449,2449,48,6913,0,[I@6ff74b40,4947,2304,0/34592
,/home/matthias/ultimate/trunk/examples/svcomp/loop-acceleration/simple_true-unreach-call2.c,/home/matthias/ultimate/trunk/examples/settings/automizer/2TracAutomatonEvaluation/BackwardPredicates_CanonicalAutomaton_SvcompReachPreciseMM.epf,/home/matthias/ultimate/trunk/examples/toolchains/AutomizerCInline.xml,SAFE,33974926,2,15983342,0,530175,0,589606,size=9occurred in iteration=0,14,1,5,0,3,0,0,0,2087001,0,801587,2541518,11496950,11,11,2,0,25,[I@58c9ff8e,23,8,0/0
,/home/matthias/ultimate/trunk/examples/svcomp/loop-acceleration/simple_true-unreach-call2.c,/home/matthias/ultimate/trunk/examples/settings/automizer/2TracAutomatonEvaluation/FPandBP_2TrackAutomaton_SvcompReachPreciseMM.epf,/home/matthias/ultimate/trunk/examples/toolchains/AutomizerCInline.xml,SAFE,53091312,2,14139673,0,517730,0,12655847,size=9occurred in iteration=0,14,1,9,0,3,0,0,0,2196923,0,612799,2359775,20656401,11,11,2,17,17,[I@35a8f12c,23,8,0/0
,/home/matthias/ultimate/trunk/examples/svcomp/loop-acceleration/simple_true-unreach-call2.c,/home/matthias/ultimate/trunk/examples/settings/automizer/2TracAutomatonEvaluation/ForwardPredicates_CanonicalAutomaton_SvcompReachPreciseMM.epf,/home/matthias/ultimate/trunk/examples/toolchains/AutomizerCInline.xml,SAFE,37951549,2,11462838,0,602960,0,696123,size=9occurred in iteration=0,14,1,5,0,3,0,0,0,2633823,0,1101380,3819141,17802787,11,11,2,17,0,[I@66719b39,23,8,0/0
,/home/matthias/ultimate/trunk/examples/svcomp/loop-acceleration/simple_true-unreach-call3.c,/home/matthias/ultimate/trunk/examples/settings/automizer/2TracAutomatonEvaluation/BackwardPredicates_CanonicalAutomaton_SvcompReachPreciseMM.epf,/home/matthias/ultimate/trunk/examples/toolchains/AutomizerCInline.xml,SAFE,187950968,2,98738112,0,516054,0,757512,size=9occurred in iteration=0,12,1,2,0,5,1,0,0,6843985,0,730621,2662207,82526309,11,11,2,0,185,[I@2c85efba,25,9,0/0
,/home/matthias/ultimate/trunk/examples/svcomp/loop-acceleration/simple_true-unreach-call3.c,/home/matthias/ultimate/trunk/examples/settings/automizer/2TracAutomatonEvaluation/FPandBP_2TrackAutomaton_SvcompReachPreciseMM.epf,/home/matthias/ultimate/trunk/examples/toolchains/AutomizerCInline.xml,SAFE,413845970,2,279042193,0,517080,0,37695763,size=9occurred in iteration=0,13,3,7,0,18,3,0,0,18062315,0,791000,4026747,89575196,11,11,2,37,158,[I@d3db32c,25,9,0/0
